SettlementPoint,Month,DayOfWeek,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
HB_PAN,4,0,0.43246869189071874,0.5812284517837853,0.5682070404403604,0.6115328272739379,0.4820289726402391,0.5408620766191681,0.7612790577233246,0.701972447877362,0.8178630088338438,0.7519273168494103,0.7899261626788594,0.8856927242864117,0.9199035231795919,1.1156981991979993,1.2821355114603217,1.8216954469451474,2.469806602447433,1.961616430653586,1.3054556754117281,1.2495819831017594,1.207203208002249,0.9525754280049126,0.8529024429943326,0.9364367697035162
HB_PAN,4,1,1.0025640064876322,0.8963638212796479,0.837439847551347,0.7827981393556261,0.7774881300952269,0.9222287050964314,0.8169277956502888,0.8525134222260287,0.7692661802726731,0.8485309152807292,0.9225284636837119,0.9340905806216778,0.9889464020940278,1.0070603852968412,1.2923877377326474,2.06268166173314,2.251658039685896,1.8514803256662937,0.9357606641793841,0.7632281858717355,0.7702939240004923,0.4480962653291724,0.5488151506554543,0.7168512501538938
HB_PAN,4,2,1.1077096001186453,1.0554432415133514,1.017788983163301,1.0099209291797084,1.041393145114079,0.4336796421908784,0.7439057706868154,0.7922381023003129,0.8353250645914154,0.8529345187451702,0.8255836644212532,0.8598658996354779,0.8302670298876772,0.9364857586661772,0.8195889566242301,1.2545799411457073,1.6331832054514372,1.3673553815772013,1.221421713643424,1.2504585795352539,1.6225051321879902,0.9827574094744483,0.870543972898925,0.6350643572471176
HB_PAN,4,3,0.8129486355891966,0.7508588665754267,0.5706225735273581,0.4278412423539927,0.4723347205541435,0.6176298075580259,0.7050247185990002,0.927073150294668,0.6252548669105942,0.8720218976063459,0.9951959333016788,1.0623132139764824,0.9243080188810993,0.7677010306398906,0.9183587967488758,1.0368404882272435,1.6684635365751475,1.6034410524257745,1.3998268301538979,1.51696785185599,1.8514649610367848,1.2962600899365975,1.161355193698852,1.0158925229729352
HB_PAN,4,4,0.8003714527626797,0.7703821047169037,0.7295769262283889,0.7356403463250757,0.7657935705896812,0.961461775871958,1.1887580913883045,1.067817441892224,1.0614262693578782,1.0758473766148637,1.0551989730423619,1.0065277360500366,0.8800152951137574,0.9023024608745528,0.966705814874498,0.9962035342637859,1.3886870783601453,1.13467893917461,1.3062573402889683,1.2708600770218226,1.2841340507470023,0.9537595935869772,0.8792778521290252,0.8183158987244967
HB_PAN,4,5,0.9637960884899005,0.9135235652452708,0.85217056748958,0.7417762103238216,0.7577813401731324,0.8451939724270598,0.9096248797691566,0.9475857646681628,1.0844501442770118,0.9267585764668163,1.0928117986534145,1.0737287592176978,1.006476434754729,0.921987816607887,1.0032446296890027,1.2263930747034304,1.5612696377043924,1.3984482205835203,1.2300865662071176,0.9933953190125039,0.9626162231484449,0.7676306508496311,0.9393780057710804,0.8798717537672329
HB_PAN,4,6,0.827424502290441,0.7923721705011734,0.7722881317462417,0.7830880393786105,0.8537611191483232,0.9464129583102251,1.0716539924329596,0.8945449808652952,1.085959133244255,1.184579342413519,1.2026265564833984,1.2664312739430519,1.1405270875972773,1.1914003367076467,1.1693742092995256,1.0681961272699643,0.9594865307073032,1.0379279650897724,0.9857757795492539,1.0939169599207377,1.296841540171038,0.9987072478985377,0.875360934413061,0.5013430806183895
HB_PAN,5,0,0.7891750641476847,0.7535537030248922,0.7156655280124675,0.7292664113502609,0.6252088594642854,0.6160876321464793,0.8672182280621665,0.8604177863932697,0.9739203961527131,0.9292317794713916,0.9836353128225656,1.2158218212320404,1.1534844392671535,1.3081135295956392,1.515311113459882,2.0226456506632906,1.8728200469104541,1.130654385093,1.2205173642891356,1.1868389865003137,0.9049984595560373,0.6431274835442354,0.5200718723927704,0.4622141464478711
HB_PAN,5,1,0.28394892418317613,0.2681146796641895,0.29889360440334334,0.34888711799699773,0.3632980596378733,0.38936229359328384,0.8788895272336406,0.9648214384996016,1.076372801571564,1.0532441298022572,1.0868696602976335,1.1889916418021091,1.3035675234900574,1.515817565188384,1.722196482514502,2.036746418577068,2.2082544153894625,1.6834114790859727,1.3124631664782522,1.1423784725439687,1.033851628087993,0.6822958171945367,0.6378176022535629,0.5195055505105729
HB_PAN,5,2,0.5628092024181027,0.5239947746651301,0.618666513423015,0.5855412562353576,0.6583183082721812,0.6216219267036983,0.7979615857844621,0.9457322498186217,1.048088063106283,1.048088063106283,1.0379411441759372,1.1102502557766527,1.203050232790105,1.4480539937587418,1.5797669123011895,1.71975498802955,1.9031876389839533,1.443620873837717,0.8867224979809806,1.1033542914550587,1.0489254302024766,0.5500024115351422,0.8224258401634509,0.7321215454759088
